tweet,label
awk moment when you read a comment about romney and you laugh out loud in class lol i cant,0
c kokoro s but romney is nita small biz guy he is a millionair,0
i am a republican vote for mitt romney you lazi bitch is fuck up the economi nicki min aj,1
alreadi a websit on romney is binder full of woman,-1
we will all be pay the price if romney lose,1
anonym explain to me how you follow obama romney is a man of principl obama not so much,1
howard fineman are you go to do the piec on who is to blame if romney lose object,-1
the romney ha lie and hi polici won it work sketchi deal debat fact matter,-1
if mitt romney win the elect i volunt a tribut for the hunger game basic lani doe,-1
agcelottodrrudovobama is do hi best tri to clean up thi countri go ahead vote for romney bet your tax will doubl,-1
romney win the second debat,1
holi shit awesom piec re what it is that romney actual doe ppl who think great businessman should read thi,0
romney insult u all,-1
msnbc talk point if romney win and obama care is repeal,0
obama broken promis romney evid of promis fulfil reliabl,1
romney i have a question for you are you person better off now than four year ago,0
if there is one thing i learn from mitt romney it is that i need to store all my woman in binder gotta tidi up around here,-1
how doe romney expect u to believ he will creat new job when make onsen sata job offshor to china,-1
romney just said govern doesn it creat job whi doe he keep say he is go to creat million if he becom potu debat,0
the real question on america is mind is what size binder doe romney prefer,-1
bronx stori the main take away last night is that mitt romney doesn it listen when a woman say stop debat candi crowley,-1
pretti sure romney lost all the singl parent vote talkin that bullshit i didnt get marri first and joshua wont round shoot in ppl,-1
latino voic new poll show romney lose ground with latino so much for mitt is self deport,-1
threat to assassin romney explod after debat,0
msnbc break anybodi who trust mitt romney is sever stupid,-1
romney bring faith into the discuss he is sure take advantag of thi time he is been given hofstra debat cnn debat,1
your vote or your job romney is billionair buddi threat,-1
debat interrupt govern doesn it creat job a moment ago if i becom presid i will get america work again,0
romney campaign file lawsuit over wisconsin ballot republican mitt romney is campaign ha file a feder law,0
romney pull the god card oh lord,0
jan sing co ppl expect romney to a know a what is the averag mininum wage when he think your in the middl class if you make,0
chines news org accus romney of hypocrisi and warn that hi polici could spark a trade,-1
dure the debat romney just repeat himself chang posit when it wa conveni,-1
id on it believ anyth is free it ha to be paid for somehow i would respect romney ryan if they present a blueprint show what they,0
for the third debat can we just have romney debat himself i did like to see that,-1
romney expect american to fli to china becaus they have job opportun unfortun they onli cent an hour vote busi,0
everyon who say they are move out of the countri if romney win no you are not lol,0
reagan advisor histori show romney stax plan wont boost job growth headlin read no shit,-1
economi expect to creat hi plan creat job interest kinda like clean an alreadi clean pot,-1
bia alert letterman call romney a felon,-1
ben labolt mitt romney is a relentless bald face liar a sociopath a thing without a consciou the devil,0
romney seem like the guy who if wa presid back when slaveri wa legal would nit have abolish it,-1
r col mn lol you should see all the romney sign in my neighborhood they think they are the middl class in hi eye wrong,0
thi is actual whi they will lose romney campaign to give away guitar sign by kid rock and paul ryan the hill is blog brief room,-1
i like romney d,1
wstbrizzayifromney becom presid we gone have to start read the term condit might fuck around agre to slaveri,0
did you have thi spread when you got to work thi morn did nit it merlin olsen field at romney stadium,0
cnbc and i got news for yall ignor republican romney ryan are the lowdown no good american sandi all need to be stop period,-1
romney is bain train roll over freeport close plant outsourc job blind trust cach support deaf n dumb,-1
nytim haha obama voic now let me say thi,0
wow rt high prais inde mitt romney banner hung on willi tower chicago sun time,1
no financi aid tf you vote for romney for,-1
realli obama is plan ha n it help so whi not give romney a chanc plu he is for israel,0
nigga need food stamp but romney taken them away fuck him team obama,-1
romney is wife look evil and creepi,0
mitt romney is a straight up,-1
if romney becom presid we better start read the term and condit becaus we might sign and agre to slaveri,-1
news roundup romney ahead in key swing state salt lake tribun blog,1
when peopl say fuck romney and talk shit about him and can it spell hi name right it make me laugh not surpris yall like obama lol,-1
romney may bring up hi bipartisan record in ma tonight the real romney doesn it think it is a good idea,0
just a dumb ignor man can vote for romney team obama,-1
romney is face is epic i cant stop laugh at the moment,0
w mckay coppin the debat romney won via buzz feed,1
rt the new deal mitt romney to get over tax break for send sen sata to china,-1
i watch the debat tonight just to see romney lie more and watch a lot of dumb american buy into hi sale pitch v substanc fact,-1
sketchi invest by mitt romney,-1
mitt romney is where it is at obama is just not look to good and ha disappoint me over the know what up,1
john zogbi to newsmax ohio momentum clearli with romney via newsmax medium,1
i think im go to vote for romney thi time,1
my famili still lose on mani front bottom line whether romney say he care or not hi heart spoke and i listen,1
